ORDERID,ORDERDATE,CUSTOMERID,CUSTOMERNAME,PHONE,EMAIL,PRODUCTID,PRODUCTNAME,CATEGORY,QUANTITY,UNITPRICE,LINEAMOUNT
O00257,2025-08-23,C0517,Ranbir Kaul,918533677938,okurian@gmail.com,P0355,Put,Electronics,3,48668.56,146005.68
O00258,2025-07-09,C0048,Ojas Krishnan,919455897444,ckulkarni@gmail.com,P0391,Reason,Toys,1,43651.0,43651.0
O00258,2025-07-09,C0048,Ojas Krishnan,919455897444,ckulkarni@gmail.com,P0010,Accept,Grocery,3,31464.13,94392.39
O00259,2025-02-23,C0975,Nishith Dhar,917083761145,vvarma@gmail.com,P0430,Hot,Grocery,2,43351.68,86703.36
O00260,2024-12-27,C0157,Abram Kaur,918030374602,raunak17@gmail.com,P0241,Nation,Electronics,2,42008.14,84016.28
O00260,2024-12-27,C0157,Abram Kaur,918030374602,raunak17@gmail.com,P0153,Dark,Electronics,2,47262.3,94524.6
O00260,2024-12-27,C0157,Abram Kaur,918030374602,raunak17@gmail.com,P0166,Interesting,Grocery,1,4704.45,4704.45
O00260,2024-12-27,C0157,Abram Kaur,918030374602,raunak17@gmail.com,P0353,Evidence,Books,2,12904.16,25808.32
O00260,2024-12-27,C0157,Abram Kaur,918030374602,raunak17@gmail.com,P0462,May,Electronics,1,34764.62,34764.62
O00261,2025-07-21,C0245,Vidur Anand,916629934906,saksham47@gmail.com,P0468,Industry,Home,1,34232.29,34232.29
O00261,2025-07-21,C0245,Vidur Anand,916629934906,saksham47@gmail.com,P0092,Tell,Home,1,40584.21,40584.21
O00261,2025-07-21,C0245,Vidur Anand,916629934906,saksham47@gmail.com,P0386,Thus,Toys,2,26873.03,53746.06
O00261,2025-07-21,C0245,Vidur Anand,916629934906,saksham47@gmail.com,P0007,Whose,Grocery,1,3639.73,3639.73
O00261,2025-07-21,C0245,Vidur Anand,916629934906,saksham47@gmail.com,P0057,Carry,Grocery,3,32036.35,96109.05
O00262,2024-10-14,C0213,Jhanvi Bumb,919096283985,lakshit59@gmail.com,P0167,Growth,Fashion,2,9807.77,19615.54
O00262,2024-10-14,C0213,Jhanvi Bumb,919096283985,lakshit59@gmail.com,P0232,Simply,Fashion,3,47673.19,143019.57
O00262,2024-10-14,C0213,Jhanvi Bumb,919096283985,lakshit59@gmail.com,P0185,Soldier,Electronics,1,15224.0,15224.0
O00263,2025-06-01,C0090,Rohan Suresh,917512525425,vbir@gmail.com,P0320,Sort,Fashion,3,1924.24,5772.72
O00264,2025-07-12,C0688,Dhanuk D’Alia,919490748482,aaina17@gmail.com,P0411,At,Electronics,3,19105.0,57315.0
O00264,2025-07-12,C0688,Dhanuk D’Alia,919490748482,aaina17@gmail.com,P0113,Near,Toys,2,7688.42,15376.84
O00264,2025-07-12,C0688,Dhanuk D’Alia,919490748482,aaina17@gmail.com,P0003,Cell,Electronics,3,48147.23,144441.69
O00264,2025-07-12,C0688,Dhanuk D’Alia,919490748482,aaina17@gmail.com,P0291,Church,Home,1,38797.98,38797.98
O00264,2025-07-12,C0688,Dhanuk D’Alia,919490748482,aaina17@gmail.com,P0163,Same,Books,1,41732.14,41732.14
O00265,2024-12-27,C0895,Samarth Sathe,917412407699,kiarabatra@gmail.com,P0279,Kid,Fashion,2,22978.31,45956.62
O00266,2025-02-28,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0354,Among,Electronics,1,42154.64,42154.64
O00266,2025-02-28,C0999,Zara Chhabra,919646732136,faurora@gmail.com,P0478,Pretty,Toys,1,45214.46,45214.46
O00267,2024-10-30,C0379,Aradhya Dara,916637310306,emir65@gmail.com,P0423,New,Books,2,36902.07,73804.14
O00268,2024-10-08,C0763,Yasmin Koshy,917314648554,zain40@gmail.com,P0139,Poor,Toys,3,38016.17,114048.51
O00269,2025-05-17,C0077,Arnav Yohannan,916571663967,hchandra@gmail.com,P0036,Consumer,Books,1,24513.98,24513.98
O00270,2025-03-01,C0139,Ayesha Sane,918019536103,gatik91@gmail.com,P0070,Figure,Toys,1,15626.72,15626.72
O00270,2025-03-01,C0139,Ayesha Sane,918019536103,gatik91@gmail.com,P0049,Education,Fashion,3,33685.14,101055.42
O00271,2024-10-20,C0698,Onkar Chana,918231813589,edwinpriyansh@gmail.com,P0432,Employee,Electronics,1,21473.93,21473.93
O00271,2024-10-20,C0698,Onkar Chana,918231813589,edwinpriyansh@gmail.com,P0175,Require,Electronics,3,10713.49,32140.47
O00271,2024-10-20,C0698,Onkar Chana,918231813589,edwinpriyansh@gmail.com,P0309,Represent,Electronics,3,4996.03,14988.09
O00271,2024-10-20,C0698,Onkar Chana,918231813589,edwinpriyansh@gmail.com,P0444,Bit,Grocery,3,6982.49,20947.47
O00272,2025-01-19,C0604,Rati Gara,917679803121,yadavfateh@gmail.com,P0248,My,Grocery,3,37715.55,113146.65
O00273,2025-03-04,C0036,Arnav Chauhan,917604389562,wsura@gmail.com,P0272,Maybe,Toys,1,47951.54,47951.54
O00273,2025-03-04,C0036,Arnav Chauhan,917604389562,wsura@gmail.com,P0260,Course,Electronics,3,4260.68,12782.04
O00273,2025-03-04,C0036,Arnav Chauhan,917604389562,wsura@gmail.com,P0241,Nation,Electronics,2,42008.14,84016.28
O00273,2025-03-04,C0036,Arnav Chauhan,917604389562,wsura@gmail.com,P0235,Ball,Electronics,1,36018.57,36018.57
O00273,2025-03-04,C0036,Arnav Chauhan,917604389562,wsura@gmail.com,P0090,Create,Electronics,1,4541.22,4541.22
O00274,2024-11-19,C0393,Pari Vala,919063835890,saraftushar@gmail.com,P0192,Even,Books,3,32881.09,98643.27
O00274,2024-11-19,C0393,Pari Vala,919063835890,saraftushar@gmail.com,P0437,Card,Fashion,1,16672.54,16672.54
O00274,2024-11-19,C0393,Pari Vala,919063835890,saraftushar@gmail.com,P0444,Bit,Grocery,3,6982.49,20947.47
O00274,2024-11-19,C0393,Pari Vala,919063835890,saraftushar@gmail.com,P0197,Wear,Electronics,2,11828.38,23656.76
O00274,2024-11-19,C0393,Pari Vala,919063835890,saraftushar@gmail.com,P0448,My,Toys,1,7511.41,7511.41
O00275,2025-04-25,C0957,Fateh Lad,919079577720,varmamahika@gmail.com,P0097,Worker,Home,3,21400.55,64201.65
O00275,2025-04-25,C0957,Fateh Lad,919079577720,varmamahika@gmail.com,P0041,Tend,Toys,1,6624.75,6624.75
O00275,2025-04-25,C0957,Fateh Lad,919079577720,varmamahika@gmail.com,P0233,Resource,Home,3,5535.26,16605.78
O00275,2025-04-25,C0957,Fateh Lad,919079577720,varmamahika@gmail.com,P0115,Run,Fashion,1,44401.73,44401.73
O00275,2025-04-25,C0957,Fateh Lad,919079577720,varmamahika@gmail.com,P0398,North,Home,1,42310.86,42310.86
O00276,2025-07-27,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0365,See,Fashion,3,7195.14,21585.42
O00276,2025-07-27,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0370,Stand,Books,1,47131.46,47131.46
O00276,2025-07-27,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0162,Population,Home,3,48541.96,145625.88
O00276,2025-07-27,C0596,Mahika Shah,917457869300,inaaya-issac@gmail.com,P0303,Doctor,Books,3,45811.55,137434.65
O00277,2025-02-28,C0686,Rasha Bhargava,917289684829,farhan60@gmail.com,P0297,Interview,Home,3,39804.91,119414.73
O00277,2025-02-28,C0686,Rasha Bhargava,917289684829,farhan60@gmail.com,P0309,Represent,Electronics,1,4996.03,4996.03
O00277,2025-02-28,C0686,Rasha Bhargava,917289684829,farhan60@gmail.com,P0034,Begin,Home,2,23453.17,46906.34
O00277,2025-02-28,C0686,Rasha Bhargava,917289684829,farhan60@gmail.com,P0039,Home,Grocery,2,24312.94,48625.88
O00278,2025-05-28,C0616,Eva Din,916867189997,jtak@gmail.com,P0102,Forget,Books,1,41702.42,41702.42
O00279,2024-10-09,C0244,Shaan Soman,917953129485,uchad@gmail.com,P0482,Prove,Fashion,3,36394.17,109182.51
O00279,2024-10-09,C0244,Shaan Soman,917953129485,uchad@gmail.com,P0147,Finish,Grocery,1,3515.25,3515.25
O00279,2024-10-09,C0244,Shaan Soman,917953129485,uchad@gmail.com,P0256,Choice,Fashion,3,38096.03,114288.09
O00279,2024-10-09,C0244,Shaan Soman,917953129485,uchad@gmail.com,P0336,Need,Electronics,1,24340.15,24340.15
O00280,2025-02-09,C0421,Seher Wali,918097643395,ojasratti@gmail.com,P0361,Upon,Electronics,1,22373.88,22373.88
O00280,2025-02-09,C0421,Seher Wali,918097643395,ojasratti@gmail.com,P0184,Service,Grocery,3,40592.32,121776.96
O00280,2025-02-09,C0421,Seher Wali,918097643395,ojasratti@gmail.com,P0019,Such,Fashion,3,14547.49,43642.47
O00281,2025-05-10,C0617,Sara Shroff,916977033864,anaya05@gmail.com,P0165,Still,Grocery,2,37256.63,74513.26
O00281,2025-05-10,C0617,Sara Shroff,916977033864,anaya05@gmail.com,P0356,Paper,Books,1,1746.39,1746.39
O00281,2025-05-10,C0617,Sara Shroff,916977033864,anaya05@gmail.com,P0492,Forward,Fashion,1,5178.13,5178.13
O00281,2025-05-10,C0617,Sara Shroff,916977033864,anaya05@gmail.com,P0082,Nothing,Home,2,26893.32,53786.64
O00281,2025-05-10,C0617,Sara Shroff,916977033864,anaya05@gmail.com,P0465,Tough,Toys,1,38414.53,38414.53
O00282,2024-09-09,C0826,Rohan Varkey,916298866454,trisha77@gmail.com,P0365,See,Fashion,1,7195.14,7195.14
O00282,2024-09-09,C0826,Rohan Varkey,916298866454,trisha77@gmail.com,P0164,Day,Electronics,1,9669.61,9669.61
O00282,2024-09-09,C0826,Rohan Varkey,916298866454,trisha77@gmail.com,P0323,By,Books,3,47004.89,141014.67
O00282,2024-09-09,C0826,Rohan Varkey,916298866454,trisha77@gmail.com,P0192,Even,Books,1,32881.09,32881.09
O00283,2025-06-05,C0535,Aniruddh Rout,918583362088,sethisuhana@gmail.com,P0364,Owner,Home,1,28432.83,28432.83
O00283,2025-06-05,C0535,Aniruddh Rout,918583362088,sethisuhana@gmail.com,P0441,Color,Toys,1,31441.06,31441.06
O00283,2025-06-05,C0535,Aniruddh Rout,918583362088,sethisuhana@gmail.com,P0252,Democrat,Home,3,27839.73,83519.19
O00284,2025-08-15,C0354,Urvi Sangha,917778713187,hbhatti@gmail.com,P0080,Accept,Books,3,22114.75,66344.25
O00284,2025-08-15,C0354,Urvi Sangha,917778713187,hbhatti@gmail.com,P0034,Begin,Home,1,23453.17,23453.17
O00285,2025-01-12,C0299,Kaira Chahal,916432609777,hunar45@gmail.com,P0183,Shake,Electronics,1,13105.89,13105.89
O00285,2025-01-12,C0299,Kaira Chahal,916432609777,hunar45@gmail.com,P0298,Bring,Grocery,1,10120.73,10120.73
O00285,2025-01-12,C0299,Kaira Chahal,916432609777,hunar45@gmail.com,P0452,Gun,Books,1,28509.16,28509.16
O00285,2025-01-12,C0299,Kaira Chahal,916432609777,hunar45@gmail.com,P0240,Garden,Grocery,1,12458.89,12458.89
O00286,2024-12-21,C0069,Elakshi Dutta,916194691634,amiradeep@gmail.com,P0145,Once,Electronics,3,19289.24,57867.72
O00286,2024-12-21,C0069,Elakshi Dutta,916194691634,amiradeep@gmail.com,P0160,Since,Toys,3,41383.45,124150.35
O00286,2024-12-21,C0069,Elakshi Dutta,916194691634,amiradeep@gmail.com,P0102,Forget,Books,1,41702.42,41702.42
O00287,2024-09-28,C0237,Uthkarsh Chaudhari,918835857328,pbhalla@gmail.com,P0124,The,Electronics,1,38646.03,38646.03
O00287,2024-09-28,C0237,Uthkarsh Chaudhari,918835857328,pbhalla@gmail.com,P0379,Without,Electronics,1,13525.07,13525.07
O00288,2025-05-28,C0759,Gokul Varty,918185980420,yashviverma@gmail.com,P0500,Sort,Books,2,30616.24,61232.48
O00289,2024-12-29,C0346,Aniruddh Bedi,918183943923,shanaya72@gmail.com,P0252,Democrat,Home,2,27839.73,55679.46
O00289,2024-12-29,C0346,Aniruddh Bedi,918183943923,shanaya72@gmail.com,P0019,Such,Fashion,2,14547.49,29094.98
O00289,2024-12-29,C0346,Aniruddh Bedi,918183943923,shanaya72@gmail.com,P0165,Still,Grocery,3,37256.63,111769.89
O00289,2024-12-29,C0346,Aniruddh Bedi,918183943923,shanaya72@gmail.com,P0305,Alone,Grocery,3,12384.66,37153.98
O00290,2025-08-27,C0212,Gokul Madan,918209607064,biju19@gmail.com,P0071,Next,Toys,2,31890.26,63780.52
O00290,2025-08-27,C0212,Gokul Madan,918209607064,biju19@gmail.com,P0387,Take,Electronics,2,37111.49,74222.98
O00290,2025-08-27,C0212,Gokul Madan,918209607064,biju19@gmail.com,P0310,Data,Toys,2,32555.16,65110.32
O00291,2025-01-17,C0231,Damini Lanka,918159146720,madhavlata@gmail.com,P0408,Billion,Home,1,30060.41,30060.41
O00291,2025-01-17,C0231,Damini Lanka,918159146720,madhavlata@gmail.com,P0446,Personal,Home,1,42866.03,42866.03
O00291,2025-01-17,C0231,Damini Lanka,918159146720,madhavlata@gmail.com,P0467,Music,Home,2,6015.2,12030.4
O00291,2025-01-17,C0231,Damini Lanka,918159146720,madhavlata@gmail.com,P0174,Career,Grocery,3,33061.41,99184.23
O00292,2024-11-02,C0601,Misha Karnik,918234772816,mehul28@gmail.com,P0165,Still,Grocery,3,37256.63,111769.89
O00292,2024-11-02,C0601,Misha Karnik,918234772816,mehul28@gmail.com,P0387,Take,Electronics,1,37111.49,37111.49
O00293,2025-02-06,C0993,Sara Rout,917504409761,dkoshy@gmail.com,P0274,Goal,Books,2,36502.79,73005.58
O00294,2024-09-28,C0560,Tarini Kadakia,918144507873,anikasant@gmail.com,P0230,Voice,Books,3,12941.39,38824.17
O00295,2024-10-08,C0746,Nehmat Sheth,916052927263,whayre@gmail.com,P0186,Environment,Fashion,1,39743.81,39743.81
O00295,2024-10-08,C0746,Nehmat Sheth,916052927263,whayre@gmail.com,P0382,Member,Books,2,10297.15,20594.3
O00295,2024-10-08,C0746,Nehmat Sheth,916052927263,whayre@gmail.com,P0269,Speech,Books,2,34902.62,69805.24
O00295,2024-10-08,C0746,Nehmat Sheth,916052927263,whayre@gmail.com,P0244,Friend,Grocery,1,44739.64,44739.64
O00296,2024-09-16,C0751,Aarush Badal,919298625378,qtoor@gmail.com,P0201,Month,Toys,1,38270.76,38270.76
O00296,2024-09-16,C0751,Aarush Badal,919298625378,qtoor@gmail.com,P0217,Building,Fashion,2,43359.09,86718.18
O00296,2024-09-16,C0751,Aarush Badal,919298625378,qtoor@gmail.com,P0136,Method,Grocery,3,2991.68,8975.04
O00296,2024-09-16,C0751,Aarush Badal,919298625378,qtoor@gmail.com,P0388,Develop,Fashion,1,48051.78,48051.78
O00296,2024-09-16,C0751,Aarush Badal,919298625378,qtoor@gmail.com,P0260,Course,Electronics,3,4260.68,12782.04
O00297,2024-12-19,C0722,Rhea Kibe,917980928488,divannishith@gmail.com,P0033,Smile,Electronics,3,7304.63,21913.89
O00298,2024-10-28,C0351,Yuvaan Dube,918258261985,sekhonzara@gmail.com,P0344,State,Grocery,3,6188.97,18566.91
O00299,2025-02-07,C0788,Ehsaan Chowdhury,919661788084,jhans@gmail.com,P0427,Glass,Grocery,1,32006.32,32006.32
O00299,2025-02-07,C0788,Ehsaan Chowdhury,919661788084,jhans@gmail.com,P0010,Accept,Grocery,3,31464.13,94392.39
O00300,2024-10-07,C0114,Diya Kade,918226472081,subramaniananahi@gmail.com,P0230,Voice,Books,3,12941.39,38824.17
O00300,2024-10-07,C0114,Diya Kade,918226472081,subramaniananahi@gmail.com,P0128,West,Electronics,1,14179.39,14179.39
O00300,2024-10-07,C0114,Diya Kade,918226472081,subramaniananahi@gmail.com,P0077,Walk,Books,2,31770.26,63540.52
O00300,2024-10-07,C0114,Diya Kade,918226472081,subramaniananahi@gmail.com,P0271,What,Home,1,25241.9,25241.9
O00300,2024-10-07,C0114,Diya Kade,918226472081,subramaniananahi@gmail.com,P0264,Conference,Home,3,40033.67,120101.01
O00301,2024-09-24,C0180,Sara Som,917828894434,vivaankulkarni@gmail.com,P0389,Can,Grocery,3,2990.09,8970.27
O00301,2024-09-24,C0180,Sara Som,917828894434,vivaankulkarni@gmail.com,P0145,Once,Electronics,3,19289.24,57867.72
O00302,2025-03-24,C0702,Vihaan Khurana,916236728726,ehsaanraval@gmail.com,P0019,Such,Fashion,3,14547.49,43642.47
O00302,2025-03-24,C0702,Vihaan Khurana,916236728726,ehsaanraval@gmail.com,P0480,Each,Fashion,2,34183.23,68366.46
O00302,2025-03-24,C0702,Vihaan Khurana,916236728726,ehsaanraval@gmail.com,P0386,Thus,Toys,2,26873.03,53746.06
O00302,2025-03-24,C0702,Vihaan Khurana,916236728726,ehsaanraval@gmail.com,P0261,Movie,Toys,3,34647.61,103942.83
O00303,2025-06-10,C0923,Jhanvi Wadhwa,916345199889,gkalla@gmail.com,P0034,Begin,Home,2,23453.17,46906.34
O00303,2025-06-10,C0923,Jhanvi Wadhwa,916345199889,gkalla@gmail.com,P0087,Hotel,Fashion,2,2608.49,5216.98
O00303,2025-06-10,C0923,Jhanvi Wadhwa,916345199889,gkalla@gmail.com,P0470,Manage,Electronics,1,6525.32,6525.32
O00303,2025-06-10,C0923,Jhanvi Wadhwa,916345199889,gkalla@gmail.com,P0177,Add,Grocery,2,31507.75,63015.5
O00304,2025-03-19,C0953,Yakshit Sodhi,916413128962,kkant@gmail.com,P0164,Day,Electronics,2,9669.61,19339.22
O00304,2025-03-19,C0953,Yakshit Sodhi,916413128962,kkant@gmail.com,P0099,Machine,Grocery,2,5087.08,10174.16
O00304,2025-03-19,C0953,Yakshit Sodhi,916413128962,kkant@gmail.com,P0253,Himself,Toys,2,28859.07,57718.14
O00304,2025-03-19,C0953,Yakshit Sodhi,916413128962,kkant@gmail.com,P0248,My,Grocery,1,37715.55,37715.55
O00305,2025-04-27,C0276,Dharmajan Mangal,919043484388,wwadhwa@gmail.com,P0448,My,Toys,1,7511.41,7511.41
O00305,2025-04-27,C0276,Dharmajan Mangal,919043484388,wwadhwa@gmail.com,P0465,Tough,Toys,2,38414.53,76829.06
O00305,2025-04-27,C0276,Dharmajan Mangal,919043484388,wwadhwa@gmail.com,P0433,Friend,Electronics,3,38386.31,115158.93
O00306,2025-07-26,C0269,Eshani Ratti,918857474206,ykant@gmail.com,P0305,Alone,Grocery,2,12384.66,24769.32
O00306,2025-07-26,C0269,Eshani Ratti,918857474206,ykant@gmail.com,P0007,Whose,Grocery,3,3639.73,10919.19
O00306,2025-07-26,C0269,Eshani Ratti,918857474206,ykant@gmail.com,P0302,Example,Grocery,2,17949.9,35899.8
O00306,2025-07-26,C0269,Eshani Ratti,918857474206,ykant@gmail.com,P0333,Type,Grocery,3,5203.19,15609.57
O00306,2025-07-26,C0269,Eshani Ratti,918857474206,ykant@gmail.com,P0291,Church,Home,3,38797.98,116393.94
O00307,2025-07-27,C0429,Indranil Madan,919693119429,zchawla@gmail.com,P0092,Tell,Home,1,40584.21,40584.21
O00308,2025-06-24,C0861,Zaina Kaul,916669007781,adah69@gmail.com,P0136,Method,Grocery,2,2991.68,5983.36
O00308,2025-06-24,C0861,Zaina Kaul,916669007781,adah69@gmail.com,P0389,Can,Grocery,2,2990.09,5980.18
O00308,2025-06-24,C0861,Zaina Kaul,916669007781,adah69@gmail.com,P0206,Other,Home,1,16417.86,16417.86
O00308,2025-06-24,C0861,Zaina Kaul,916669007781,adah69@gmail.com,P0242,Guess,Grocery,2,29562.1,59124.2
O00308,2025-06-24,C0861,Zaina Kaul,916669007781,adah69@gmail.com,P0212,Expect,Grocery,3,24638.09,73914.27
O00309,2025-07-30,C0155,Fateh Sur,917259071640,veer01@gmail.com,P0203,Fund,Fashion,2,11474.77,22949.54
O00309,2025-07-30,C0155,Fateh Sur,917259071640,veer01@gmail.com,P0463,Enough,Books,3,8622.35,25867.05
O00309,2025-07-30,C0155,Fateh Sur,917259071640,veer01@gmail.com,P0485,Economic,Fashion,2,47504.24,95008.48
O00309,2025-07-30,C0155,Fateh Sur,917259071640,veer01@gmail.com,P0242,Guess,Grocery,1,29562.1,29562.1
O00309,2025-07-30,C0155,Fateh Sur,917259071640,veer01@gmail.com,P0460,Place,Electronics,1,42204.95,42204.95
O00310,2025-07-08,C0238,Indrans Chad,916116433632,kulkarnifarhan@gmail.com,P0310,Data,Toys,3,32555.16,97665.48
O00310,2025-07-08,C0238,Indrans Chad,916116433632,kulkarnifarhan@gmail.com,P0460,Place,Electronics,3,42204.95,126614.85
O00311,2024-10-21,C0485,Mahika Seshadri,919317516767,ramareyansh@gmail.com,P0458,South,Grocery,3,30814.65,92443.95
O00311,2024-10-21,C0485,Mahika Seshadri,919317516767,ramareyansh@gmail.com,P0125,Who,Fashion,3,44975.66,134926.98
O00311,2024-10-21,C0485,Mahika Seshadri,919317516767,ramareyansh@gmail.com,P0180,Section,Electronics,3,15179.3,45537.9
O00311,2024-10-21,C0485,Mahika Seshadri,919317516767,ramareyansh@gmail.com,P0418,Health,Toys,1,11635.18,11635.18
O00311,2024-10-21,C0485,Mahika Seshadri,919317516767,ramareyansh@gmail.com,P0455,Court,Electronics,3,24246.4,72739.2
O00312,2025-02-02,C0953,Yakshit Sodhi,916413128962,kkant@gmail.com,P0346,Manage,Electronics,3,13256.96,39770.88
O00313,2025-01-28,C0179,Manjari Ahuja,917367144345,chaudharisiya@gmail.com,P0253,Himself,Toys,2,28859.07,57718.14
O00313,2025-01-28,C0179,Manjari Ahuja,917367144345,chaudharisiya@gmail.com,P0321,Right,Fashion,1,41419.14,41419.14
O00314,2025-05-25,C0085,Hazel Sood,916126436243,manikyalala@gmail.com,P0401,Reveal,Fashion,1,4209.04,4209.04
O00314,2025-05-25,C0085,Hazel Sood,916126436243,manikyalala@gmail.com,P0357,Recently,Home,3,8621.08,25863.24
O00314,2025-05-25,C0085,Hazel Sood,916126436243,manikyalala@gmail.com,P0415,Sign,Electronics,2,37467.77,74935.54
O00314,2025-05-25,C0085,Hazel Sood,916126436243,manikyalala@gmail.com,P0405,Number,Books,1,36701.41,36701.41
O00314,2025-05-25,C0085,Hazel Sood,916126436243,manikyalala@gmail.com,P0215,Stock,Home,3,12235.32,36705.96
O00315,2024-10-12,C0440,Miraan Guha,917165079625,udewan@gmail.com,P0127,Single,Books,3,43219.93,129659.79
O00316,2024-10-23,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0471,Far,Toys,3,4287.8,12863.4
O00316,2024-10-23,C0892,Trisha Jain,917380791228,ivanswamy@gmail.com,P0274,Goal,Books,2,36502.79,73005.58
O00317,2025-03-16,C0619,Umang Dora,918417845775,priyanshdhillon@gmail.com,P0079,Hand,Books,3,2100.87,6302.61
O00318,2024-12-17,C0425,Tanya Rajagopal,919833496956,kuruvillaayesha@gmail.com,P0009,They,Home,1,32134.95,32134.95
O00318,2024-12-17,C0425,Tanya Rajagopal,919833496956,kuruvillaayesha@gmail.com,P0076,Gas,Grocery,1,33745.05,33745.05
O00319,2025-06-29,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0080,Accept,Books,3,22114.75,66344.25
O00319,2025-06-29,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0122,Girl,Grocery,3,25630.56,76891.68
O00319,2025-06-29,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0253,Himself,Toys,2,28859.07,57718.14
O00319,2025-06-29,C0980,Eva Chatterjee,918762206775,rravel@gmail.com,P0424,Suffer,Home,3,13776.75,41330.25
O00320,2025-07-14,C0061,Adah Bains,917345584923,divyanshhans@gmail.com,P0417,Here,Electronics,3,48161.82,144485.46
O00320,2025-07-14,C0061,Adah Bains,917345584923,divyanshhans@gmail.com,P0175,Require,Electronics,1,10713.49,10713.49
O00321,2025-02-19,C0420,Rasha Lalla,918578597317,vaibhav54@gmail.com,P0181,Store,Electronics,2,7171.29,14342.58
O00322,2024-11-19,C0608,Tiya Madan,917908565670,shaan69@gmail.com,P0147,Finish,Grocery,2,3515.25,7030.5
O00322,2024-11-19,C0608,Tiya Madan,917908565670,shaan69@gmail.com,P0253,Himself,Toys,3,28859.07,86577.21
O00322,2024-11-19,C0608,Tiya Madan,917908565670,shaan69@gmail.com,P0354,Among,Electronics,2,42154.64,84309.28
O00323,2024-10-09,C0054,Ivana Srivastava,919510681533,chandrakanav@gmail.com,P0022,Husband,Electronics,3,33123.51,99370.53
O00323,2024-10-09,C0054,Ivana Srivastava,919510681533,chandrakanav@gmail.com,P0218,Key,Toys,3,25984.1,77952.3
O00323,2024-10-09,C0054,Ivana Srivastava,919510681533,chandrakanav@gmail.com,P0151,Artist,Home,2,33499.86,66999.72
O00323,2024-10-09,C0054,Ivana Srivastava,919510681533,chandrakanav@gmail.com,P0321,Right,Fashion,3,41419.14,124257.42
O00001,2025-04-16,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0064,White,Electronics,1,29997.92,29997.92
O00001,2025-04-16,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0157,Establish,Home,2,159.01,318.02
O00001,2025-04-16,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0035,Almost,Electronics,2,44323.81,88647.62
O00001,2025-04-16,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0195,Difficult,Toys,3,38374.95,115124.85
O00001,2025-04-16,C0277,Romil Ramesh,916122333505,abramsom@gmail.com,P0259,Region,Books,3,31147.8,93443.4
O00002,2025-01-24,C0935,Neysa Bobal,916844858404,raumehul@gmail.com,P0106,Agreement,Grocery,2,33426.3,66852.6
